"Customer","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Churned","Pred_Prob","Risk_Level"
2920,65,"M",0,"Uneducated","Single","Less than $40K",56,4,2,2,3226,2073,1153,1.035,3250,70,0.591,0.643,0,0.0103522125081967,"Low"
2921,52,"M",2,"College","Married","$80K - $120K",36,6,3,4,2803,778,2025,0.55,3142,64,0.561,0.278,0,0.121845228113384,"Low"
2922,50,"M",1,"Uneducated","Married","$120K +",30,6,2,5,34516,2010,32506,0.594,2776,59,0.735,0.058,0,0.111214251528167,"Low"
2923,59,"M",1,"Uneducated","Single","Less than $40K",53,5,5,4,2192,1569,623,0.706,4010,79,0.717,0.716,0,0.0129353891066202,"Low"
2924,37,"F",3,"Unknown","Single","Unknown",29,3,2,2,8318,1945,6373,1.487,3676,77,1.139,0.234,0,0.015392171272763,"Low"
2925,40,"M",3,"Graduate","Unknown","$60K - $80K",30,4,2,3,6391,0,6391,0.632,2323,44,0.419,0,1,0.455030762530214,"Medium"
2926,40,"F",3,"High School","Married","Less than $40K",31,5,2,4,4736,945,3791,0.835,3927,73,0.659,0.2,0,0.0820514469414111,"Low"
2927,59,"M",1,"Doctorate","Single","$60K - $80K",49,5,2,4,9944,1606,8338,0.62,3159,69,0.568,0.162,0,0.0767372917154172,"Low"
2928,52,"F",3,"College","Married","$40K - $60K",47,6,3,3,4717,0,4717,0.563,2349,66,0.347,0,0,0.0919181609751583,"Low"
2929,43,"F",4,"Unknown","Unknown","Unknown",34,5,3,3,12778,1528,11250,0.777,3337,69,0.769,0.12,0,0.0515465152188532,"Low"
2930,48,"M",3,"Graduate","Married","$60K - $80K",38,5,2,3,16920,2157,14763,0.629,3275,60,0.5,0.127,0,0.0943906553502038,"Low"
2931,45,"F",2,"Graduate","Unknown","Less than $40K",35,6,3,3,3240,2517,723,0.636,1904,41,0.519,0.777,0,0.10617264352135,"Low"
2932,30,"F",0,"Graduate","Divorced","Less than $40K",17,4,1,3,4704,0,4704,1.177,3294,87,0.891,0,0,0.0181278071685088,"Low"
2933,41,"F",5,"High School","Single","$40K - $60K",32,6,1,2,14987,1425,13562,0.8,4470,83,0.844,0.095,0,0.0127170783461735,"Low"
2934,51,"M",1,"Unknown","Single","$80K - $120K",34,4,3,3,3554,1563,1991,0.893,3640,59,0.735,0.44,0,0.0957253330146827,"Low"
2935,46,"M",3,"Graduate","Married","$120K +",42,3,3,4,9227,938,8289,0.735,3948,74,0.721,0.102,0,0.0797244853433751,"Low"
2936,50,"M",1,"Unknown","Married","$120K +",40,3,3,2,7522,1057,6465,1.197,2533,62,1.138,0.141,0,0.0554440564067029,"Low"
2937,31,"F",0,"College","Married","Less than $40K",21,5,2,2,1677,0,1677,1.369,3059,50,0.613,0,0,0.327787366360261,"Medium"
2938,48,"M",1,"High School","Single","$60K - $80K",40,6,2,2,2319,1630,689,0.846,3739,68,0.659,0.703,0,0.0136582997351072,"Low"
2939,39,"F",1,"Unknown","Married","Less than $40K",29,6,2,5,2722,1592,1130,1.319,3205,49,0.633,0.585,0,0.301352531841858,"Medium"
2940,50,"F",2,"Unknown","Married","Less than $40K",39,3,3,2,2046,0,2046,0.936,3446,71,0.578,0,0,0.0644381050704743,"Low"
2941,47,"M",4,"Unknown","Single","$80K - $120K",37,5,2,4,34516,0,34516,1.06,2851,80,0.739,0,0,0.0113747352399752,"Low"
2942,53,"M",3,"High School","Single","$80K - $120K",42,6,3,3,18531,1548,16983,0.833,2484,52,0.857,0.084,0,0.147839245546565,"Low"
2943,45,"M",4,"Graduate","Married","$40K - $60K",36,5,3,4,4112,0,4112,0.777,2949,54,1.25,0,0,0.420004357305189,"Medium"
2944,46,"M",4,"Graduate","Single","$120K +",34,4,1,2,34516,0,34516,0.991,4143,68,0.659,0,0,0.0246690369388883,"Low"
2945,34,"M",2,"Graduate","Single","$80K - $120K",22,4,3,3,34516,1263,33253,0.603,2759,65,0.806,0.037,0,0.0268836470794224,"Low"
2946,39,"M",1,"Uneducated","Married","Less than $40K",28,3,3,4,4683,2514,2169,0.58,2010,45,0.731,0.537,0,0.199779187398767,"Low"
2947,62,"M",0,"Unknown","Married","$40K - $60K",48,4,1,2,1438.3,0,1438.3,0.425,1406,27,0.5,0,0,0.710034540533515,"High"
2948,53,"F",3,"Uneducated","Married","Less than $40K",36,4,3,2,4224,2417,1807,0.522,1458,29,1.071,0.572,0,0.257342997134699,"Medium"
2949,51,"M",3,"Graduate","Married","$60K - $80K",32,3,1,4,7133,0,7133,0.612,2689,62,0.59,0,0,0.200515133812513,"Low"
2950,34,"F",1,"High School","Single","Unknown",22,6,1,0,10253,1857,8396,1.193,3042,66,0.941,0.181,0,0.0143203086607563,"Low"
2951,44,"F",2,"Doctorate","Single","$40K - $60K",25,4,3,2,4210,0,4210,1.224,4248,65,0.857,0,0,0.13698353160191,"Low"
2952,49,"M",3,"High School","Single","$120K +",42,5,3,2,12630,1822,10808,0.947,4084,66,0.571,0.144,0,0.0553239812930412,"Low"
2953,26,"M",0,"Graduate","Divorced","Unknown",36,6,1,3,21084,2517,18567,0.763,2309,71,0.543,0.119,0,0.0187992745872306,"Low"
2954,56,"F",2,"College","Single","Less than $40K",52,3,5,1,3639,2178,1461,0.451,1865,42,0.5,0.599,1,0.0618574791627568,"Low"
2955,52,"M",1,"High School","Divorced","$120K +",36,4,3,5,31945,1591,30354,0.711,3650,62,0.676,0.05,0,0.134888196693012,"Low"
2956,65,"F",0,"High School","Single","Unknown",56,3,6,3,5894,477,5417,1.015,1616,32,0.455,0.081,1,0.625665481313114,"High"
2957,65,"F",1,"Unknown","Single","Less than $40K",54,4,2,2,2209,0,2209,1.299,3292,52,0.857,0,0,0.300312371398616,"Medium"
2958,35,"M",1,"College","Single","$60K - $80K",26,3,2,3,23447,1515,21932,0.622,2834,77,0.638,0.065,0,0.0134591853562825,"Low"
2959,48,"M",3,"Graduate","Single","$80K - $120K",30,4,2,3,4180,688,3492,0.747,3750,76,0.727,0.165,0,0.0413283270028101,"Low"
2960,53,"F",1,"Graduate","Single","$40K - $60K",39,3,3,2,4930,2227,2703,0.801,4224,77,0.791,0.452,0,0.0123208077433588,"Low"
2961,38,"M",3,"Uneducated","Married","$60K - $80K",18,6,3,4,3417,1749,1668,0.57,2068,34,0.619,0.512,0,0.468213754164852,"Medium"
2962,50,"F",1,"College","Single","Less than $40K",45,4,2,4,4785,1965,2820,0.8,3651,59,0.553,0.411,0,0.149680825455961,"Low"
2963,46,"M",3,"Uneducated","Married","Less than $40K",33,5,2,2,12685,0,12685,0.674,4454,74,0.574,0,0,0.0442902825112525,"Low"
2964,48,"M",3,"Graduate","Single","$80K - $120K",35,3,3,3,21374,0,21374,0.631,4100,79,0.681,0,0,0.0248656207382589,"Low"
2965,36,"M",2,"Graduate","Married","$60K - $80K",28,4,3,2,1911,1217,694,0.363,1965,49,0.256,0.637,0,0.0511579338688922,"Low"
2966,41,"F",2,"Post-Graduate","Single","Less than $40K",35,6,3,2,8666,0,8666,0.682,3593,71,0.578,0,0,0.050265176392555,"Low"
2967,60,"M",0,"Unknown","Married","$60K - $80K",54,4,1,0,2759,2501,258,0.505,1650,34,0.7,0.906,0,0.0346470467601843,"Low"
2968,49,"F",2,"Unknown","Single","Unknown",41,5,3,4,5984,0,5984,0.551,1838,42,0.556,0,1,0.578210804199019,"High"
2969,45,"F",4,"High School","Unknown","Unknown",36,6,3,3,23000,1097,21903,1.095,3886,70,0.667,0.048,0,0.044101961374221,"Low"
2970,36,"M",2,"College","Single","$60K - $80K",25,5,3,2,1438.3,0,1438.3,0.579,2882,68,0.619,0,0,0.0701456045211364,"Low"
2971,49,"M",3,"Graduate","Married","Less than $40K",36,3,3,5,2976,1817,1159,0.739,3332,60,0.667,0.611,0,0.121772022425118,"Low"
2972,43,"M",3,"High School","Single","$120K +",36,3,1,3,34516,0,34516,0.852,1996,48,0.548,0,0,0.108702343915118,"Low"
2973,58,"M",1,"High School","Married","$60K - $80K",53,5,2,5,1438.3,0,1438.3,0.425,1539,40,0.6,0,0,0.749111771189148,"High"
2974,46,"M",0,"High School","Divorced","$80K - $120K",36,3,1,4,16099,0,16099,0.562,3656,88,0.76,0,0,0.0176702638306626,"Low"
2975,50,"M",2,"Graduate","Single","$80K - $120K",36,4,2,1,19595,1187,18408,0.875,3811,62,0.824,0.061,0,0.0415259901467645,"Low"
2976,43,"M",4,"Graduate","Single","$60K - $80K",25,3,2,4,13193,1749,11444,0.671,4071,64,0.73,0.133,0,0.157575634962166,"Low"
2977,57,"F",3,"College","Single","$40K - $60K",36,3,1,3,8184,1508,6676,0.789,4134,71,0.821,0.184,0,0.0611253176692833,"Low"
2978,30,"M",1,"Unknown","Married","Less than $40K",13,3,6,5,2607,1966,641,0.65,1719,45,0.607,0.754,0,0.175103521967058,"Low"
2979,48,"F",2,"Unknown","Married","Less than $40K",37,4,2,3,5758,0,5758,0.433,4422,76,0.407,0,0,0.078468405594108,"Low"
2980,51,"M",2,"Doctorate","Single","$120K +",36,4,2,5,25873,582,25291,0.769,3920,84,0.647,0.022,0,0.0274335643070891,"Low"
2981,46,"M",2,"Unknown","Divorced","$60K - $80K",37,6,1,1,2695,1657,1038,0.813,4068,53,0.963,0.615,0,0.0528936172276885,"Low"
2982,46,"M",3,"College","Married","$80K - $120K",32,4,2,5,20860,1496,19364,0.816,3435,56,0.697,0.072,0,0.296043089204988,"Medium"
2983,45,"M",4,"Unknown","Married","$40K - $60K",30,6,3,3,1892,1049,843,1.122,4558,60,1.609,0.554,0,0.0996423433260908,"Low"
2984,52,"M",3,"College","Married","$80K - $120K",33,3,3,4,27751,1018,26733,0.426,1427,25,0.667,0.037,0,0.66066546173127,"High"
2985,48,"M",5,"Graduate","Married","$80K - $120K",38,6,2,2,34516,657,33859,0.723,3661,71,0.868,0.019,0,0.0142481881878077,"Low"
2986,47,"M",3,"Unknown","Single","$80K - $120K",37,3,1,5,24580,2517,22063,0.509,3069,62,0.771,0.102,0,0.131058871469368,"Low"
2987,49,"M",2,"High School","Married","$80K - $120K",38,3,2,4,29893,0,29893,0.519,2063,48,0.846,0,1,0.20314129243204,"Low"
2988,43,"M",1,"Unknown","Married","$80K - $120K",33,5,1,5,21165,735,20430,0.624,3343,60,0.667,0.035,0,0.228848345688333,"Low"
2989,47,"F",4,"Uneducated","Single","$40K - $60K",33,3,2,1,9148,561,8587,0.774,3451,59,0.967,0.061,0,0.0774741549742592,"Low"
2990,55,"M",2,"Unknown","Married","$80K - $120K",46,4,1,1,10979,1889,9090,0.475,1425,33,0.5,0.172,0,0.242066677141464,"Low"
2991,41,"F",5,"Post-Graduate","Married","Less than $40K",33,3,1,2,6519,851,5668,0.679,3088,65,0.711,0.131,0,0.0561362364457839,"Low"
2992,44,"M",5,"High School","Married","$80K - $120K",36,3,2,2,2509,1464,1045,1.25,3166,72,0.946,0.583,0,0.0100627374314894,"Low"
2993,35,"F",2,"Uneducated","Married","Less than $40K",36,3,1,3,2664,0,2664,1.071,3135,59,0.903,0,0,0.239641530184733,"Low"
2994,40,"F",2,"Unknown","Married","Unknown",28,5,5,2,14999,1123,13876,0.539,3441,69,0.468,0.075,0,0.0345626180584953,"Low"
2995,32,"F",1,"High School","Single","Less than $40K",13,4,1,2,10332,948,9384,0.843,2914,67,0.763,0.092,0,0.0402244181787877,"Low"
2996,50,"M",4,"Unknown","Married","$60K - $80K",36,5,1,4,10226,1638,8588,1.053,3321,57,1.036,0.16,0,0.227057940022044,"Low"
2997,38,"M",3,"College","Single","$60K - $80K",34,6,3,4,12050,1821,10229,0.63,2381,40,0.481,0.151,1,0.503683875628466,"High"
2998,39,"M",2,"High School","Single","$120K +",22,5,2,2,26124,0,26124,0.735,4199,92,0.586,0,0,0.0035253804460752,"Low"
2999,48,"F",3,"Graduate","Divorced","Less than $40K",31,6,2,2,9816,0,9816,0.673,3489,81,0.528,0,0,0.0172726662573909,"Low"
3000,52,"F",2,"College","Single","Less than $40K",40,4,3,3,2783,2379,404,0.912,3897,74,1,0.855,0,0.00823675952514822,"Low"
3001,49,"M",3,"Graduate","Unknown","$60K - $80K",36,5,2,3,15942,0,15942,0.723,1742,41,0.323,0,0,0.355125027207147,"Medium"
3002,46,"F",3,"Graduate","Single","Less than $40K",39,4,3,2,12222,1260,10962,1.138,3418,78,0.733,0.103,0,0.0149998071189738,"Low"
3003,38,"F",4,"Doctorate","Married","Less than $40K",26,4,2,4,4002,1402,2600,0.579,2114,53,0.514,0.35,0,0.171487194548646,"Low"
3004,60,"M",0,"College","Single","$80K - $120K",53,6,3,2,34516,1388,33128,0.791,3261,64,0.684,0.04,0,0.022628442720355,"Low"
3005,48,"M",2,"High School","Single","$80K - $120K",36,3,2,4,10227,1695,8532,0.875,3577,82,0.783,0.166,0,0.0256415886930689,"Low"
3006,45,"F",2,"Graduate","Single","Less than $40K",34,3,3,1,4265,1622,2643,0.708,3244,62,0.879,0.38,0,0.0282005352331601,"Low"
3007,47,"M",2,"Unknown","Unknown","$60K - $80K",36,3,2,2,13867,0,13867,0.659,4297,68,0.744,0,0,0.0694252321072779,"Low"
3008,43,"M",2,"Doctorate","Divorced","$40K - $60K",34,4,1,2,2243,0,2243,0.697,4023,63,0.75,0,0,0.162608275626184,"Low"
3009,41,"F",2,"Graduate","Married","$40K - $60K",36,6,1,3,11239,1375,9864,0.94,3978,89,0.78,0.122,0,0.0102169996678101,"Low"
3010,53,"M",2,"Unknown","Single","$60K - $80K",45,5,1,2,22558,818,21740,0.987,3855,70,0.591,0.036,0,0.028903615367374,"Low"
3011,50,"M",5,"Post-Graduate","Married","$120K +",36,5,2,4,34516,891,33625,0.926,2687,64,0.778,0.026,0,0.0471315112326109,"Low"
3012,56,"M",2,"Graduate","Married","$80K - $120K",36,4,2,3,23510,1049,22461,0.438,1661,35,0.296,0.045,0,0.370162269342018,"Medium"
3013,63,"F",0,"Uneducated","Unknown","$40K - $60K",55,6,2,2,1651,1433,218,0.985,4050,58,0.611,0.868,0,0.0269550049881832,"Low"
3014,53,"F",1,"High School","Single","Less than $40K",41,6,2,2,8693,796,7897,0.864,4755,69,0.533,0.092,0,0.0751302565141106,"Low"
3015,35,"F",2,"High School","Married","Less than $40K",30,3,3,1,4549,1193,3356,0.445,1914,33,0.5,0.262,0,0.294134062471552,"Medium"
3016,51,"M",2,"College","Married","$80K - $120K",33,3,1,2,3558,0,3558,0.57,4136,65,0.912,0,0,0.135167261063778,"Low"
3017,51,"F",1,"Graduate","Single","Less than $40K",37,1,3,4,7176,0,7176,0.45,1375,33,0.65,0,1,0.723455558877572,"High"
3018,44,"M",3,"Unknown","Single","$80K - $120K",38,3,3,1,34516,657,33859,0.641,4614,76,0.689,0.019,0,0.00804707913688122,"Low"
3019,38,"M",3,"Graduate","Single","$60K - $80K",25,3,3,4,18293,0,18293,0.571,2958,63,0.432,0,0,0.128047806613731,"Low"
3020,40,"F",2,"Graduate","Divorced","Unknown",23,6,2,1,18332,1376,16956,0.6,4095,67,0.675,0.075,0,0.0293906599682179,"Low"
3021,48,"M",2,"Graduate","Divorced","$80K - $120K",43,5,3,2,6383,1436,4947,0.845,4462,88,0.66,0.225,0,0.00811848246858699,"Low"
3022,42,"F",3,"High School","Single","Less than $40K",31,5,2,3,13441,2517,10924,0.734,1894,49,0.633,0.187,0,0.148501029391773,"Low"
3023,50,"M",2,"Graduate","Married","$120K +",43,3,1,3,20114,0,20114,0.82,4740,88,0.796,0,0,0.0142471858743496,"Low"
3024,54,"F",2,"Graduate","Single","Less than $40K",43,3,2,1,2019,1387,632,0.56,1689,36,0.714,0.687,0,0.0858495700746864,"Low"
3025,38,"M",3,"High School","Single","$60K - $80K",33,6,1,2,34516,1793,32723,0.767,4533,78,0.472,0.052,0,0.00935570634092896,"Low"
3026,55,"M",5,"Post-Graduate","Single","$80K - $120K",47,3,1,4,1438.3,0,1438.3,0.414,1427,36,0.333,0,1,0.724254074135449,"High"
3027,46,"M",4,"High School","Married","$60K - $80K",36,1,3,2,8017,0,8017,0.559,1657,43,0.654,0,1,0.284093987196201,"Medium"
3028,49,"F",1,"Doctorate","Married","Unknown",36,3,1,2,8519,0,8519,0.873,3698,65,0.625,0,0,0.0922797258114977,"Low"
3029,38,"M",3,"Unknown","Single","$80K - $120K",33,6,2,2,34516,2135,32381,0.488,3514,63,0.703,0.062,0,0.0260539208221401,"Low"
3030,50,"M",0,"Uneducated","Divorced","$60K - $80K",39,6,3,3,9474,1021,8453,0.557,3240,54,0.588,0.108,0,0.22198904920949,"Low"
3031,40,"F",3,"Graduate","Single","Less than $40K",27,5,3,4,6587,824,5763,1.262,4160,70,0.842,0.125,0,0.131075612173297,"Low"
3032,32,"M",1,"High School","Single","$60K - $80K",36,4,2,2,2999,0,2999,0.812,3018,80,0.778,0,0,0.0217649140605019,"Low"
3033,49,"M",3,"Graduate","Single","$60K - $80K",32,3,1,4,7154,1472,5682,1.002,3607,59,0.735,0.206,0,0.216766407530863,"Low"
3034,53,"M",2,"Post-Graduate","Married","$80K - $120K",43,4,2,4,4039,1397,2642,0.396,1494,36,0.286,0.346,0,0.468555995007313,"Medium"
3035,57,"M",3,"Graduate","Married","$80K - $120K",46,6,2,3,5516,2517,2999,0.473,1532,24,0.5,0.456,0,0.555445440000286,"High"
3036,64,"F",0,"Graduate","Single","Less than $40K",54,3,1,2,5577,689,4888,0.985,4256,70,1.121,0.124,0,0.0594805233126703,"Low"
3037,34,"M",3,"Unknown","Unknown","$80K - $120K",24,6,3,3,8628,1500,7128,0.688,2902,60,0.818,0.174,0,0.104693251878617,"Low"
3038,43,"M",2,"Uneducated","Single","$120K +",33,5,3,1,30137,1368,28769,0.721,3522,74,0.897,0.045,0,0.00712788823101546,"Low"
3039,42,"F",3,"Doctorate","Married","Less than $40K",36,4,2,1,9778,2154,7624,0.5,3413,66,0.692,0.22,0,0.0245711987509924,"Low"
3040,48,"M",3,"Uneducated","Single","$120K +",38,4,2,5,20912,0,20912,0.725,4172,84,0.787,0,0,0.0409356964355181,"Low"
3041,49,"M",3,"High School","Single","$120K +",45,3,2,2,14699,1049,13650,0.534,4890,64,0.561,0.071,0,0.100858180433246,"Low"
3042,57,"M",3,"College","Single","$60K - $80K",36,6,3,2,10350,0,10350,0.826,3396,63,0.8,0,0,0.0907838381305378,"Low"
3043,44,"M",4,"Graduate","Single","$40K - $60K",36,5,2,3,11346,0,11346,0.665,3784,67,0.457,0,0,0.108345686028136,"Low"
3044,63,"F",2,"Graduate","Single","Less than $40K",55,4,1,3,15987,1345,14642,0.729,3640,56,0.867,0.084,0,0.177060684972367,"Low"
3045,43,"M",3,"Graduate","Single","$60K - $80K",30,3,2,4,19711,0,19711,1.037,3602,72,1,0,0,0.0681032783638259,"Low"
3046,33,"M",4,"High School","Single","$40K - $60K",25,4,1,1,8650,1929,6721,0.777,2878,63,1.032,0.223,0,0.0276255848626148,"Low"
3047,55,"M",2,"Graduate","Single","$80K - $120K",36,5,1,1,34516,1316,33200,0.818,3542,60,0.714,0.038,0,0.0236299344221018,"Low"
3048,50,"M",2,"Graduate","Married","$80K - $120K",36,6,1,2,9748,1354,8394,0.893,3323,66,0.833,0.139,0,0.0472242246658052,"Low"
3049,49,"F",3,"Unknown","Unknown","Less than $40K",36,3,1,2,2454,2060,394,0.804,3777,75,0.596,0.839,0,0.00467323706221448,"Low"
3050,48,"M",3,"Post-Graduate","Unknown","$120K +",35,2,2,6,34516,0,34516,0.464,1632,44,0.333,0,1,0.397955099427162,"Medium"
3051,47,"F",3,"High School","Unknown","Less than $40K",40,4,2,4,4255,1681,2574,0.65,3453,72,0.5,0.395,0,0.045163176681137,"Low"
3052,35,"F",4,"Uneducated","Single","Less than $40K",24,4,2,2,3271,1367,1904,0.704,2464,92,1,0.418,0,0.00157114167844563,"Low"
3053,31,"F",0,"Graduate","Single","Less than $40K",20,3,3,2,3480,724,2756,0.722,2807,65,0.806,0.208,0,0.0468565864700068,"Low"
3054,50,"M",3,"Uneducated","Single","$80K - $120K",40,3,1,4,13306,2458,10848,0.516,3556,68,0.581,0.185,0,0.0794188012788497,"Low"
3055,38,"M",3,"Graduate","Single","$80K - $120K",31,6,1,2,13637,0,13637,0.566,3625,73,0.659,0,0,0.0332376509561848,"Low"
3056,39,"M",3,"Graduate","Single","$60K - $80K",29,4,2,3,6733,1028,5705,0.553,4444,72,0.565,0.153,0,0.0730990155388776,"Low"
3057,52,"F",3,"High School","Single","Less than $40K",45,3,3,0,2728,1365,1363,0.648,4293,83,0.976,0.5,0,0.00260527504217988,"Low"
3058,49,"F",4,"Graduate","Married","$40K - $60K",41,5,1,2,6250,644,5606,1.06,2433,41,1.158,0.103,0,0.353683035280415,"Medium"
3059,49,"M",4,"Uneducated","Married","$40K - $60K",33,5,1,3,3653,881,2772,0.846,3297,66,0.692,0.241,0,0.0740101488821955,"Low"
3060,44,"M",3,"High School","Divorced","$60K - $80K",36,4,3,1,22919,1368,21551,0.942,3752,71,0.919,0.06,0,0.0143970208229587,"Low"
3061,36,"M",1,"Graduate","Single","$120K +",20,3,2,2,34516,0,34516,0.531,2686,59,0.788,0,0,0.0324757762263649,"Low"
3062,44,"M",3,"Unknown","Married","$80K - $120K",38,3,1,4,4198,1782,2416,1.526,2051,36,1,0.424,0,0.469792100654997,"Medium"
3063,44,"M",3,"Graduate","Single","$60K - $80K",39,6,2,2,7532,0,7532,0.476,3550,68,0.619,0,0,0.069084909641151,"Low"
3064,35,"M",5,"Uneducated","Single","$60K - $80K",28,4,2,3,4587,1704,2883,0.903,2968,65,0.806,0.371,0,0.0481148155363655,"Low"
3065,45,"M",4,"Graduate","Married","$80K - $120K",36,5,3,4,12250,2165,10085,0.641,1995,39,0.696,0.177,1,0.466714331330447,"Medium"
3066,56,"M",4,"College","Single","$80K - $120K",41,6,1,4,17753,1899,15854,0.851,3986,64,0.73,0.107,0,0.13442974297898,"Low"
3067,37,"F",1,"Graduate","Single","Less than $40K",19,4,3,3,12535,2049,10486,0.683,3283,74,0.609,0.163,0,0.027993420756471,"Low"
3068,48,"F",3,"Uneducated","Married","Less than $40K",38,6,1,3,3541,1444,2097,0.664,3410,69,0.683,0.408,0,0.0372379151881792,"Low"
3069,43,"F",3,"Graduate","Divorced","Unknown",33,6,3,4,14622,0,14622,0.959,4632,67,0.457,0,0,0.193452949867,"Low"
3070,45,"M",3,"Unknown","Married","$80K - $120K",38,3,1,2,23973,0,23973,0.779,3560,71,0.511,0,0,0.0239800295665146,"Low"
3071,54,"M",3,"Graduate","Single","$80K - $120K",38,4,2,1,29200,1310,27890,1.092,3042,73,1.028,0.045,0,0.00673249107613887,"Low"
3072,46,"M",2,"Post-Graduate","Single","$60K - $80K",41,3,3,2,10077,0,10077,0.639,2118,52,0.576,0,0,0.150410481685922,"Low"
3073,44,"F",4,"Doctorate","Married","Unknown",36,5,2,4,8667,1775,6892,0.729,3939,69,0.533,0.205,0,0.0982450502155288,"Low"
3074,44,"M",3,"Graduate","Single","$60K - $80K",31,4,3,4,12871,758,12113,0.778,3060,60,1.069,0.059,0,0.185902185287918,"Low"
3075,38,"M",2,"Graduate","Single","$60K - $80K",30,3,2,4,2346,0,2346,0.394,3982,72,0.532,0,0,0.167950339783573,"Low"
3076,55,"F",2,"Post-Graduate","Divorced","Less than $40K",43,4,2,4,9919,0,9919,0.496,2058,70,0.842,0,0,0.0698294909139213,"Low"
3077,50,"M",3,"Unknown","Single","$120K +",33,4,1,4,17087,0,17087,0.761,3519,70,0.591,0,0,0.0893204474927793,"Low"
3078,42,"F",3,"Graduate","Married","Less than $40K",36,2,3,3,5505,2517,2988,0.729,2272,42,0.448,0.457,1,0.219533846642169,"Low"
3079,49,"F",3,"Uneducated","Divorced","Less than $40K",36,4,1,3,1902,0,1902,0.693,3731,53,0.893,0,0,0.434576150951518,"Medium"
3080,31,"F",0,"Graduate","Single","Less than $40K",22,3,1,1,4254,2464,1790,0.764,2366,62,0.722,0.579,0,0.0111785470125077,"Low"
3081,51,"M",2,"Unknown","Unknown","$80K - $120K",39,6,1,3,9854,1886,7968,0.921,3912,76,0.949,0.191,0,0.0313998837152689,"Low"
3082,47,"F",4,"High School","Married","Less than $40K",31,5,3,4,7711,988,6723,0.884,2078,42,0.68,0.128,0,0.491327614307712,"Medium"
3083,30,"F",0,"Graduate","Married","Less than $40K",19,3,1,4,3213,2517,696,1.275,2666,46,1,0.783,0,0.136772766380962,"Low"
3084,46,"M",2,"Unknown","Unknown","$120K +",37,3,2,4,3132,1466,1666,0.689,3612,59,0.595,0.468,0,0.137556853099296,"Low"
3085,45,"F",3,"High School","Divorced","Less than $40K",33,3,3,2,9977,2088,7889,0.65,3530,61,0.743,0.209,0,0.0673714503724809,"Low"
3086,53,"F",2,"College","Married","Unknown",41,5,1,3,5659,1393,4266,0.436,1570,40,0.6,0.246,0,0.316771380566806,"Medium"
3087,62,"M",0,"Unknown","Single","$40K - $60K",42,3,4,4,17161,0,17161,0.552,1898,42,0.556,0,1,0.447887043983465,"Medium"
3088,65,"F",1,"Unknown","Single","Unknown",36,5,1,2,5018,1131,3887,0.624,4028,81,0.8,0.225,0,0.0144659918259249,"Low"
3089,44,"F",3,"Unknown","Married","Unknown",38,4,3,3,11474,1063,10411,0.686,3242,74,0.451,0.093,0,0.0351660961905495,"Low"
3090,51,"M",3,"Post-Graduate","Married","$40K - $60K",36,6,1,4,7925,1445,6480,0.75,3815,65,0.806,0.182,0,0.145989249190976,"Low"
3091,28,"F",0,"Uneducated","Single","Less than $40K",20,6,3,3,12793,1650,11143,0.783,2671,67,0.763,0.129,0,0.0464742347627812,"Low"
3092,49,"M",2,"Unknown","Single","Less than $40K",42,4,2,2,4834,0,4834,0.998,1876,35,1.059,0,0,0.531619943272727,"High"
3093,44,"F",3,"High School","Married","Less than $40K",31,6,2,5,1438.3,688,750.3,0.976,4208,86,0.72,0.478,0,0.0229540304825681,"Low"
